feedback_id,customer_name,feedback,date,product,clean_feedback,sentiment,confidence_score,month
706,Sneha,Acceptable performance,2025-02-19,Internet Service,acceptable performance,neutral,0.0,2025-02
707,Rahul,Okay for the price,2025-08-21,Headphones,okay price,positive,0.5,2025-08
708,Rahul,Acceptable performance,2025-08-04,Headphones,acceptable performance,neutral,0.0,2025-08
709,Suresh,Okay for the price,2025-08-29,E-commerce,okay price,positive,0.5,2025-08
710,Divya,Worst product ever,2025-10-03,Headphones,worst product ever,negative,-1.0,2025-10
711,Suresh,Acceptable performance,2025-04-27,Laptop,acceptable performance,neutral,0.0,2025-04
712,Priya,Very happy with the product,2025-04-04,E-commerce,very happy product,positive,1.0,2025-04
713,Sneha,Customer support did not respond,2025-05-29,Banking App,customer support did respond,neutral,0.0,2025-05
714,Pooja,Customer support did not respond,2025-01-24,Smart Watch,customer support did respond,neutral,0.0,2025-01
715,Manoj,Poor quality and waste of money,2025-09-13,Smart Watch,poor quality waste money,negative,-0.3,2025-09
716,Anitha,Support team was very helpful,2025-02-19,Mobile,support team very helpful,positive,0.2,2025-02
717,Sneha,Acceptable performance,2025-11-08,Mobile App,acceptable performance,neutral,0.0,2025-11
718,Suresh,Nothing special,2025-12-14,Mobile App,nothing special,positive,0.3571428571428571,2025-12
719,Rahul,Average experience,2025-06-27,Internet Service,average experience,negative,-0.15,2025-06
720,Manoj,Support team was very helpful,2025-01-19,Internet Service,support team very helpful,positive,0.2,2025-01
721,Rahul,Acceptable performance,2025-01-13,Internet Service,acceptable performance,neutral,0.0,2025-01
722,Arun,"Amazing experience, highly recommend",2025-01-04,Internet Service,amazing experience highly recommend,positive,0.38,2025-01
723,Anitha,Okay for the price,2025-01-03,E-commerce,okay price,positive,0.5,2025-01
724,Karthik,Support team was very helpful,2025-05-08,Internet Service,support team very helpful,positive,0.2,2025-05
725,Priya,Acceptable performance,2025-10-09,Mobile,acceptable performance,neutral,0.0,2025-10
726,Pooja,"Amazing experience, highly recommend",2025-01-22,Laptop,amazing experience highly recommend,positive,0.38,2025-01
727,Priya,Very bad experience and disappointed,2025-03-03,Mobile,very bad experience disappointed,negative,-0.8299999999999998,2025-03
728,Divya,Great service and fast delivery,2025-01-31,Internet Service,great service fast delivery,positive,0.5,2025-01
729,Suresh,Decent product,2025-08-21,Internet Service,decent product,positive,0.1666666666666666,2025-08
730,Karthik,Excellent quality and very satisfied,2025-05-09,Smart Watch,excellent quality very satisfied,positive,0.825,2025-05
731,Karthik,"Amazing experience, highly recommend",2025-11-18,Laptop,amazing experience highly recommend,positive,0.38,2025-11
732,Priya,Average experience,2025-11-22,Banking App,average experience,negative,-0.15,2025-11
733,Anitha,Great service and fast delivery,2025-02-13,Banking App,great service fast delivery,positive,0.5,2025-02
734,Karthik,Support team was very helpful,2025-10-25,Internet Service,support team very helpful,positive,0.2,2025-10
735,Suresh,"Amazing experience, highly recommend",2025-05-01,Headphones,amazing experience highly recommend,positive,0.38,2025-05
736,Sneha,Poor quality and waste of money,2025-10-23,Banking App,poor quality waste money,negative,-0.3,2025-10
737,Sneha,Acceptable performance,2025-06-02,E-commerce,acceptable performance,neutral,0.0,2025-06
738,Suresh,"Amazing experience, highly recommend",2025-12-12,Mobile,amazing experience highly recommend,positive,0.38,2025-12
739,Pooja,Decent product,2025-07-15,Headphones,decent product,positive,0.1666666666666666,2025-07
740,Arun,Decent product,2025-05-22,Headphones,decent product,positive,0.1666666666666666,2025-05
741,Manoj,Poor quality and waste of money,2025-06-01,Laptop,poor quality waste money,negative,-0.3,2025-06
742,Anitha,Worst product ever,2025-04-09,Banking App,worst product ever,negative,-1.0,2025-04
743,Suresh,Decent product,2025-08-17,Internet Service,decent product,positive,0.1666666666666666,2025-08
744,Priya,Delivery was too late,2025-08-02,Banking App,delivery too late,negative,-0.3,2025-08
745,Sneha,Average experience,2025-11-04,Mobile App,average experience,negative,-0.15,2025-11
746,Arun,Customer support did not respond,2025-08-28,E-commerce,customer support did respond,neutral,0.0,2025-08
747,Suresh,Nothing special,2025-06-02,Smart Watch,nothing special,positive,0.3571428571428571,2025-06
748,Arun,Support team was very helpful,2025-10-14,Banking App,support team very helpful,positive,0.2,2025-10
749,Anitha,"Amazing experience, highly recommend",2025-11-18,Headphones,amazing experience highly recommend,positive,0.38,2025-11
750,Pooja,Acceptable performance,2025-07-22,Laptop,acceptable performance,neutral,0.0,2025-07
751,Rahul,Okay for the price,2025-11-28,Banking App,okay price,positive,0.5,2025-11
752,Priya,"Amazing experience, highly recommend",2025-01-13,Laptop,amazing experience highly recommend,positive,0.38,2025-01
753,Manoj,Poor quality and waste of money,2025-11-22,Mobile,poor quality waste money,negative,-0.3,2025-11
754,Suresh,"Amazing experience, highly recommend",2025-08-19,Internet Service,amazing experience highly recommend,positive,0.38,2025-08
755,Suresh,"Amazing experience, highly recommend",2025-11-21,E-commerce,amazing experience highly recommend,positive,0.38,2025-11
756,Arun,Okay for the price,2025-10-22,E-commerce,okay price,positive,0.5,2025-10
757,Pooja,Worst product ever,2025-10-02,E-commerce,worst product ever,negative,-1.0,2025-10
758,Sneha,"Amazing experience, highly recommend",2025-12-10,Mobile,amazing experience highly recommend,positive,0.38,2025-12
759,Suresh,Very bad experience and disappointed,2025-03-08,Mobile App,very bad experience disappointed,negative,-0.8299999999999998,2025-03
760,Arun,"Amazing experience, highly recommend",2025-05-13,Laptop,amazing experience highly recommend,positive,0.38,2025-05
761,Rahul,Excellent quality and very satisfied,2025-11-09,Laptop,excellent quality very satisfied,positive,0.825,2025-11
762,Arun,Very bad experience and disappointed,2025-04-26,Mobile,very bad experience disappointed,negative,-0.8299999999999998,2025-04
763,Manoj,Great service and fast delivery,2025-09-18,Laptop,great service fast delivery,positive,0.5,2025-09
764,Sneha,Delivery was too late,2025-05-18,Mobile,delivery too late,negative,-0.3,2025-05
765,Manoj,Delivery was too late,2025-07-28,Headphones,delivery too late,negative,-0.3,2025-07
766,Pooja,Worst product ever,2025-06-12,Internet Service,worst product ever,negative,-1.0,2025-06
767,Manoj,Support team was very helpful,2025-12-12,Banking App,support team very helpful,positive,0.2,2025-12
768,Suresh,Delivery was too late,2025-12-08,Mobile App,delivery too late,negative,-0.3,2025-12
769,Priya,"Amazing experience, highly recommend",2025-01-15,Smart Watch,amazing experience highly recommend,positive,0.38,2025-01
770,Sneha,Support team was very helpful,2025-09-04,Internet Service,support team very helpful,positive,0.2,2025-09
771,Anitha,Great service and fast delivery,2025-04-04,Mobile App,great service fast delivery,positive,0.5,2025-04
772,Priya,"Amazing experience, highly recommend",2025-09-21,Banking App,amazing experience highly recommend,positive,0.38,2025-09
773,Pooja,Very bad experience and disappointed,2025-11-05,Mobile App,very bad experience disappointed,negative,-0.8299999999999998,2025-11
774,Arun,"Amazing experience, highly recommend",2025-12-31,E-commerce,amazing experience highly recommend,positive,0.38,2025-12
775,Priya,Okay for the price,2025-03-05,Mobile App,okay price,positive,0.5,2025-03
776,Karthik,Acceptable performance,2025-11-24,Smart Watch,acceptable performance,neutral,0.0,2025-11
777,Rahul,Very happy with the product,2025-08-15,Mobile,very happy product,positive,1.0,2025-08
778,Divya,Poor quality and waste of money,2025-07-06,Mobile,poor quality waste money,negative,-0.3,2025-07
779,Suresh,Excellent quality and very satisfied,2025-06-13,Headphones,excellent quality very satisfied,positive,0.825,2025-06
780,Manoj,Poor quality and waste of money,2025-05-22,Headphones,poor quality waste money,negative,-0.3,2025-05
781,Arun,Nothing special,2025-01-31,Banking App,nothing special,positive,0.3571428571428571,2025-01
782,Rahul,Delivery was too late,2025-06-23,Mobile App,delivery too late,negative,-0.3,2025-06
783,Sneha,Delivery was too late,2025-01-01,Smart Watch,delivery too late,negative,-0.3,2025-01
784,Arun,Excellent quality and very satisfied,2025-07-27,Banking App,excellent quality very satisfied,positive,0.825,2025-07
785,Divya,Worst product ever,2025-01-03,Mobile App,worst product ever,negative,-1.0,2025-01
786,Sneha,Delivery was too late,2025-08-17,E-commerce,delivery too late,negative,-0.3,2025-08
787,Divya,Average experience,2025-11-20,Smart Watch,average experience,negative,-0.15,2025-11
788,Manoj,Delivery was too late,2025-11-24,Banking App,delivery too late,negative,-0.3,2025-11
789,Anitha,Customer support did not respond,2025-07-14,Headphones,customer support did respond,neutral,0.0,2025-07
790,Pooja,Customer support did not respond,2025-12-20,Banking App,customer support did respond,neutral,0.0,2025-12
791,Anitha,Support team was very helpful,2025-09-13,Smart Watch,support team very helpful,positive,0.2,2025-09
792,Pooja,Very bad experience and disappointed,2025-01-21,Laptop,very bad experience disappointed,negative,-0.8299999999999998,2025-01
793,Sneha,Delivery was too late,2025-04-14,Headphones,delivery too late,negative,-0.3,2025-04
794,Priya,Great service and fast delivery,2025-04-03,Laptop,great service fast delivery,positive,0.5,2025-04
795,Arun,Delivery was too late,2025-06-16,Mobile,delivery too late,negative,-0.3,2025-06
796,Arun,Very bad experience and disappointed,2025-05-25,Mobile,very bad experience disappointed,negative,-0.8299999999999998,2025-05
797,Pooja,Decent product,2025-03-08,Mobile App,decent product,positive,0.1666666666666666,2025-03
798,Karthik,Very bad experience and disappointed,2025-11-11,Mobile,very bad experience disappointed,negative,-0.8299999999999998,2025-11
799,Karthik,Very happy with the product,2025-11-06,Mobile App,very happy product,positive,1.0,2025-11
800,Manoj,Okay for the price,2025-07-04,Mobile App,okay price,positive,0.5,2025-07
801,Karthik,Very happy with the product,2025-03-10,Headphones,very happy product,positive,1.0,2025-03
802,Priya,Support team was very helpful,2025-01-22,Banking App,support team very helpful,positive,0.2,2025-01
803,Anitha,Decent product,2025-12-27,Laptop,decent product,positive,0.1666666666666666,2025-12
804,Arun,Nothing special,2025-05-07,Smart Watch,nothing special,positive,0.3571428571428571,2025-05
805,Manoj,Okay for the price,2025-08-06,Laptop,okay price,positive,0.5,2025-08
806,Karthik,Customer support did not respond,2025-11-05,Laptop,customer support did respond,neutral,0.0,2025-11
807,Suresh,Delivery was too late,2025-04-29,E-commerce,delivery too late,negative,-0.3,2025-04
808,Sneha,Poor quality and waste of money,2025-09-03,Headphones,poor quality waste money,negative,-0.3,2025-09
809,Arun,Decent product,2025-09-13,Mobile App,decent product,positive,0.1666666666666666,2025-09
810,Arun,Delivery was too late,2025-07-07,Laptop,delivery too late,negative,-0.3,2025-07
811,Suresh,Great service and fast delivery,2025-12-06,Headphones,great service fast delivery,positive,0.5,2025-12
812,Karthik,Average experience,2025-03-08,Mobile,average experience,negative,-0.15,2025-03
813,Anitha,Support team was very helpful,2025-08-20,Mobile,support team very helpful,positive,0.2,2025-08
814,Divya,Decent product,2025-08-14,Banking App,decent product,positive,0.1666666666666666,2025-08
815,Manoj,Okay for the price,2025-06-18,Internet Service,okay price,positive,0.5,2025-06
816,Pooja,Poor quality and waste of money,2025-06-15,Headphones,poor quality waste money,negative,-0.3,2025-06
817,Suresh,Decent product,2025-06-30,Internet Service,decent product,positive,0.1666666666666666,2025-06
818,Karthik,Very happy with the product,2025-07-28,Banking App,very happy product,positive,1.0,2025-07
819,Pooja,Okay for the price,2025-11-23,E-commerce,okay price,positive,0.5,2025-11
820,Arun,Great service and fast delivery,2025-02-21,Laptop,great service fast delivery,positive,0.5,2025-02
821,Suresh,Very happy with the product,2025-04-09,Headphones,very happy product,positive,1.0,2025-04
822,Sneha,Support team was very helpful,2025-08-17,Mobile,support team very helpful,positive,0.2,2025-08
823,Karthik,Very happy with the product,2025-04-04,E-commerce,very happy product,positive,1.0,2025-04
824,Rahul,Very happy with the product,2025-08-10,Smart Watch,very happy product,positive,1.0,2025-08
825,Manoj,Customer support did not respond,2025-11-09,Banking App,customer support did respond,neutral,0.0,2025-11
826,Priya,Very bad experience and disappointed,2025-05-16,Smart Watch,very bad experience disappointed,negative,-0.8299999999999998,2025-05
827,Karthik,Acceptable performance,2025-09-21,Mobile,acceptable performance,neutral,0.0,2025-09
828,Manoj,Worst product ever,2025-12-14,E-commerce,worst product ever,negative,-1.0,2025-12
829,Anitha,Average experience,2025-03-13,Laptop,average experience,negative,-0.15,2025-03
830,Suresh,Poor quality and waste of money,2025-03-13,Mobile,poor quality waste money,negative,-0.3,2025-03
831,Arun,Customer support did not respond,2025-06-04,Laptop,customer support did respond,neutral,0.0,2025-06
832,Priya,Average experience,2025-05-26,Banking App,average experience,negative,-0.15,2025-05
833,Sneha,Very happy with the product,2025-09-07,Mobile,very happy product,positive,1.0,2025-09
834,Pooja,Delivery was too late,2025-03-13,Mobile App,delivery too late,negative,-0.3,2025-03
835,Karthik,Poor quality and waste of money,2025-11-27,Headphones,poor quality waste money,negative,-0.3,2025-11
836,Sneha,Decent product,2025-06-26,Mobile App,decent product,positive,0.1666666666666666,2025-06
837,Divya,Great service and fast delivery,2025-06-25,Laptop,great service fast delivery,positive,0.5,2025-06
838,Manoj,"Amazing experience, highly recommend",2025-02-14,Internet Service,amazing experience highly recommend,positive,0.38,2025-02
839,Pooja,Decent product,2025-06-21,E-commerce,decent product,positive,0.1666666666666666,2025-06
840,Rahul,Very bad experience and disappointed,2025-09-20,Smart Watch,very bad experience disappointed,negative,-0.8299999999999998,2025-09
841,Priya,Decent product,2025-05-19,E-commerce,decent product,positive,0.1666666666666666,2025-05
842,Sneha,Average experience,2025-03-12,Banking App,average experience,negative,-0.15,2025-03
843,Divya,Customer support did not respond,2025-05-17,Headphones,customer support did respond,neutral,0.0,2025-05
844,Arun,Very bad experience and disappointed,2025-02-14,Smart Watch,very bad experience disappointed,negative,-0.8299999999999998,2025-02
845,Suresh,Decent product,2025-10-10,Mobile,decent product,positive,0.1666666666666666,2025-10
846,Sneha,Nothing special,2025-01-07,Mobile App,nothing special,positive,0.3571428571428571,2025-01
847,Priya,Worst product ever,2025-08-16,Internet Service,worst product ever,negative,-1.0,2025-08
848,Manoj,Very happy with the product,2025-07-07,Laptop,very happy product,positive,1.0,2025-07
849,Sneha,"Amazing experience, highly recommend",2025-04-23,Internet Service,amazing experience highly recommend,positive,0.38,2025-04
850,Karthik,Average experience,2025-11-24,Laptop,average experience,negative,-0.15,2025-11
851,Sneha,Worst product ever,2025-08-02,Laptop,worst product ever,negative,-1.0,2025-08
852,Anitha,Acceptable performance,2025-06-24,Laptop,acceptable performance,neutral,0.0,2025-06
853,Priya,Poor quality and waste of money,2025-07-13,Laptop,poor quality waste money,negative,-0.3,2025-07
854,Manoj,Okay for the price,2025-12-14,Mobile,okay price,positive,0.5,2025-12
855,Manoj,Customer support did not respond,2025-12-15,E-commerce,customer support did respond,neutral,0.0,2025-12
856,Sneha,Very happy with the product,2025-09-16,Mobile App,very happy product,positive,1.0,2025-09
857,Suresh,Worst product ever,2025-06-03,Laptop,worst product ever,negative,-1.0,2025-06
858,Suresh,Worst product ever,2025-07-09,Banking App,worst product ever,negative,-1.0,2025-07
859,Pooja,Very bad experience and disappointed,2025-12-16,Mobile,very bad experience disappointed,negative,-0.8299999999999998,2025-12
860,Pooja,Decent product,2025-08-10,Mobile App,decent product,positive,0.1666666666666666,2025-08
861,Anitha,Okay for the price,2025-05-27,Mobile,okay price,positive,0.5,2025-05
862,Anitha,Average experience,2025-11-16,Internet Service,average experience,negative,-0.15,2025-11
863,Divya,Acceptable performance,2025-12-23,Banking App,acceptable performance,neutral,0.0,2025-12
864,Pooja,Nothing special,2025-12-18,Internet Service,nothing special,positive,0.3571428571428571,2025-12
865,Arun,Acceptable performance,2025-11-07,Banking App,acceptable performance,neutral,0.0,2025-11
866,Arun,Worst product ever,2025-07-11,Smart Watch,worst product ever,negative,-1.0,2025-07
867,Karthik,Support team was very helpful,2025-11-03,E-commerce,support team very helpful,positive,0.2,2025-11
868,Sneha,"Amazing experience, highly recommend",2025-08-05,Headphones,amazing experience highly recommend,positive,0.38,2025-08
869,Priya,Excellent quality and very satisfied,2025-10-09,Banking App,excellent quality very satisfied,positive,0.825,2025-10
870,Priya,Support team was very helpful,2025-03-21,Headphones,support team very helpful,positive,0.2,2025-03
871,Priya,Excellent quality and very satisfied,2025-10-16,Headphones,excellent quality very satisfied,positive,0.825,2025-10
872,Rahul,Nothing special,2025-06-14,Mobile App,nothing special,positive,0.3571428571428571,2025-06
873,Rahul,Average experience,2025-10-18,Mobile App,average experience,negative,-0.15,2025-10
874,Priya,Poor quality and waste of money,2025-04-03,Mobile,poor quality waste money,negative,-0.3,2025-04
875,Divya,Excellent quality and very satisfied,2025-04-07,Smart Watch,excellent quality very satisfied,positive,0.825,2025-04
876,Manoj,Support team was very helpful,2025-12-18,Internet Service,support team very helpful,positive,0.2,2025-12
877,Priya,Nothing special,2025-12-08,Headphones,nothing special,positive,0.3571428571428571,2025-12
878,Arun,Worst product ever,2025-03-25,Smart Watch,worst product ever,negative,-1.0,2025-03
879,Rahul,Delivery was too late,2025-07-21,Smart Watch,delivery too late,negative,-0.3,2025-07
880,Anitha,Excellent quality and very satisfied,2025-10-18,Mobile,excellent quality very satisfied,positive,0.825,2025-10
881,Pooja,Average experience,2025-06-05,Mobile App,average experience,negative,-0.15,2025-06
882,Pooja,Average experience,2025-06-01,Banking App,average experience,negative,-0.15,2025-06
883,Arun,Great service and fast delivery,2025-04-20,E-commerce,great service fast delivery,positive,0.5,2025-04
884,Arun,Average experience,2025-07-26,Laptop,average experience,negative,-0.15,2025-07
885,Anitha,"Amazing experience, highly recommend",2025-08-27,Banking App,amazing experience highly recommend,positive,0.38,2025-08
886,Karthik,Okay for the price,2025-05-22,Mobile,okay price,positive,0.5,2025-05
887,Suresh,Delivery was too late,2025-02-12,Internet Service,delivery too late,negative,-0.3,2025-02
888,Priya,Decent product,2025-12-20,Headphones,decent product,positive,0.1666666666666666,2025-12
889,Karthik,Poor quality and waste of money,2025-04-01,Mobile App,poor quality waste money,negative,-0.3,2025-04
890,Suresh,Decent product,2025-01-01,E-commerce,decent product,positive,0.1666666666666666,2025-01
891,Arun,Decent product,2025-10-30,Smart Watch,decent product,positive,0.1666666666666666,2025-10
892,Suresh,Decent product,2026-01-01,Smart Watch,decent product,positive,0.1666666666666666,2026-01
893,Sneha,Delivery was too late,2025-10-30,Mobile,delivery too late,negative,-0.3,2025-10
894,Anitha,Poor quality and waste of money,2025-08-17,Mobile,poor quality waste money,negative,-0.3,2025-08
895,Manoj,Support team was very helpful,2025-06-20,E-commerce,support team very helpful,positive,0.2,2025-06
896,Karthik,Acceptable performance,2025-12-20,Internet Service,acceptable performance,neutral,0.0,2025-12
897,Pooja,Acceptable performance,2025-09-23,Mobile,acceptable performance,neutral,0.0,2025-09
898,Rahul,Delivery was too late,2025-01-22,Smart Watch,delivery too late,negative,-0.3,2025-01
899,Suresh,Support team was very helpful,2025-09-10,Smart Watch,support team very helpful,positive,0.2,2025-09
900,Divya,Okay for the price,2025-06-02,Headphones,okay price,positive,0.5,2025-06
901,Rahul,Worst product ever,2025-06-29,Mobile App,worst product ever,negative,-1.0,2025-06
902,Arun,Customer support did not respond,2025-08-05,Internet Service,customer support did respond,neutral,0.0,2025-08
903,Manoj,Average experience,2025-01-25,Mobile App,average experience,negative,-0.15,2025-01
904,Pooja,Decent product,2025-04-16,Mobile,decent product,positive,0.1666666666666666,2025-04
905,Priya,Customer support did not respond,2025-10-02,Mobile App,customer support did respond,neutral,0.0,2025-10
906,Suresh,Customer support did not respond,2025-11-12,Internet Service,customer support did respond,neutral,0.0,2025-11
907,Sneha,"Amazing experience, highly recommend",2025-03-14,Internet Service,amazing experience highly recommend,positive,0.38,2025-03
908,Arun,Excellent quality and very satisfied,2025-12-09,Mobile App,excellent quality very satisfied,positive,0.825,2025-12
909,Sneha,Okay for the price,2025-10-17,E-commerce,okay price,positive,0.5,2025-10
910,Sneha,Worst product ever,2025-09-09,Internet Service,worst product ever,negative,-1.0,2025-09
911,Suresh,Poor quality and waste of money,2025-05-21,Internet Service,poor quality waste money,negative,-0.3,2025-05
912,Manoj,Nothing special,2025-11-10,Laptop,nothing special,positive,0.3571428571428571,2025-11
913,Priya,Great service and fast delivery,2025-06-08,Mobile,great service fast delivery,positive,0.5,2025-06
914,Sneha,Very happy with the product,2025-05-20,Laptop,very happy product,positive,1.0,2025-05
915,Sneha,Great service and fast delivery,2025-11-02,Banking App,great service fast delivery,positive,0.5,2025-11
916,Divya,Very bad experience and disappointed,2025-11-27,Smart Watch,very bad experience disappointed,negative,-0.8299999999999998,2025-11
917,Arun,Poor quality and waste of money,2025-08-21,Mobile,poor quality waste money,negative,-0.3,2025-08
918,Manoj,Acceptable performance,2025-02-15,Internet Service,acceptable performance,neutral,0.0,2025-02
919,Pooja,Okay for the price,2025-10-09,Internet Service,okay price,positive,0.5,2025-10
920,Pooja,Excellent quality and very satisfied,2025-01-14,Mobile App,excellent quality very satisfied,positive,0.825,2025-01
921,Rahul,Acceptable performance,2025-04-27,Mobile App,acceptable performance,neutral,0.0,2025-04
922,Manoj,Customer support did not respond,2025-01-23,Internet Service,customer support did respond,neutral,0.0,2025-01
923,Arun,Support team was very helpful,2025-06-18,Laptop,support team very helpful,positive,0.2,2025-06
924,Manoj,Customer support did not respond,2025-05-16,Mobile,customer support did respond,neutral,0.0,2025-05
925,Karthik,Great service and fast delivery,2025-04-23,E-commerce,great service fast delivery,positive,0.5,2025-04
926,Sneha,Average experience,2025-12-30,Laptop,average experience,negative,-0.15,2025-12
927,Rahul,Average experience,2025-03-24,E-commerce,average experience,negative,-0.15,2025-03
928,Divya,Worst product ever,2025-10-24,Laptop,worst product ever,negative,-1.0,2025-10
929,Rahul,Okay for the price,2025-05-17,Mobile App,okay price,positive,0.5,2025-05
930,Sneha,Excellent quality and very satisfied,2025-11-26,Mobile App,excellent quality very satisfied,positive,0.825,2025-11
931,Divya,Delivery was too late,2025-03-05,Mobile,delivery too late,negative,-0.3,2025-03
932,Anitha,"Amazing experience, highly recommend",2025-11-13,Internet Service,amazing experience highly recommend,positive,0.38,2025-11
933,Manoj,Excellent quality and very satisfied,2025-12-19,Internet Service,excellent quality very satisfied,positive,0.825,2025-12
934,Anitha,Worst product ever,2025-01-31,E-commerce,worst product ever,negative,-1.0,2025-01
935,Manoj,Support team was very helpful,2025-02-12,Banking App,support team very helpful,positive,0.2,2025-02
936,Rahul,Worst product ever,2025-11-05,E-commerce,worst product ever,negative,-1.0,2025-11
937,Rahul,Average experience,2025-10-02,Mobile App,average experience,negative,-0.15,2025-10
938,Arun,Poor quality and waste of money,2025-04-17,E-commerce,poor quality waste money,negative,-0.3,2025-04
939,Rahul,Poor quality and waste of money,2025-07-08,Smart Watch,poor quality waste money,negative,-0.3,2025-07
940,Sneha,Very bad experience and disappointed,2025-08-25,Internet Service,very bad experience disappointed,negative,-0.8299999999999998,2025-08
941,Rahul,Great service and fast delivery,2025-02-04,Internet Service,great service fast delivery,positive,0.5,2025-02
942,Priya,Very bad experience and disappointed,2025-10-14,Smart Watch,very bad experience disappointed,negative,-0.8299999999999998,2025-10
943,Anitha,Excellent quality and very satisfied,2025-02-27,Banking App,excellent quality very satisfied,positive,0.825,2025-02
944,Divya,Nothing special,2025-05-25,Laptop,nothing special,positive,0.3571428571428571,2025-05
945,Arun,Great service and fast delivery,2025-06-07,Banking App,great service fast delivery,positive,0.5,2025-06
946,Pooja,Great service and fast delivery,2025-07-13,Internet Service,great service fast delivery,positive,0.5,2025-07
947,Sneha,Poor quality and waste of money,2025-02-10,Headphones,poor quality waste money,negative,-0.3,2025-02
948,Divya,Great service and fast delivery,2025-03-09,Banking App,great service fast delivery,positive,0.5,2025-03
949,Rahul,Average experience,2025-02-12,Smart Watch,average experience,negative,-0.15,2025-02
950,Suresh,Okay for the price,2025-01-19,E-commerce,okay price,positive,0.5,2025-01
951,Manoj,Customer support did not respond,2025-04-19,Headphones,customer support did respond,neutral,0.0,2025-04
952,Suresh,Excellent quality and very satisfied,2025-02-20,Internet Service,excellent quality very satisfied,positive,0.825,2025-02
953,Anitha,Worst product ever,2025-01-16,E-commerce,worst product ever,negative,-1.0,2025-01
954,Karthik,Excellent quality and very satisfied,2025-05-13,Internet Service,excellent quality very satisfied,positive,0.825,2025-05
955,Arun,Acceptable performance,2025-06-25,Headphones,acceptable performance,neutral,0.0,2025-06
956,Suresh,Great service and fast delivery,2025-04-22,Mobile,great service fast delivery,positive,0.5,2025-04
957,Anitha,Nothing special,2025-10-03,Headphones,nothing special,positive,0.3571428571428571,2025-10
958,Pooja,Worst product ever,2025-10-26,Banking App,worst product ever,negative,-1.0,2025-10
959,Rahul,Very happy with the product,2025-06-24,Internet Service,very happy product,positive,1.0,2025-06
960,Suresh,"Amazing experience, highly recommend",2025-03-31,E-commerce,amazing experience highly recommend,positive,0.38,2025-03
961,Sneha,"Amazing experience, highly recommend",2025-09-02,Headphones,amazing experience highly recommend,positive,0.38,2025-09
962,Manoj,Excellent quality and very satisfied,2025-03-28,Banking App,excellent quality very satisfied,positive,0.825,2025-03
963,Sneha,Very bad experience and disappointed,2025-12-07,Headphones,very bad experience disappointed,negative,-0.8299999999999998,2025-12
964,Suresh,Very happy with the product,2025-07-21,Smart Watch,very happy product,positive,1.0,2025-07
965,Rahul,Nothing special,2025-01-29,Mobile App,nothing special,positive,0.3571428571428571,2025-01
966,Suresh,Okay for the price,2025-12-22,Mobile App,okay price,positive,0.5,2025-12
967,Priya,Support team was very helpful,2025-04-26,E-commerce,support team very helpful,positive,0.2,2025-04
968,Divya,Delivery was too late,2025-04-15,Smart Watch,delivery too late,negative,-0.3,2025-04
969,Rahul,Very bad experience and disappointed,2025-05-17,Mobile,very bad experience disappointed,negative,-0.8299999999999998,2025-05
970,Pooja,Customer support did not respond,2025-07-30,Mobile,customer support did respond,neutral,0.0,2025-07
971,Anitha,Very happy with the product,2025-04-01,Laptop,very happy product,positive,1.0,2025-04
972,Rahul,Average experience,2025-02-25,E-commerce,average experience,negative,-0.15,2025-02
973,Manoj,Customer support did not respond,2025-02-24,Smart Watch,customer support did respond,neutral,0.0,2025-02
974,Karthik,Excellent quality and very satisfied,2025-12-17,Laptop,excellent quality very satisfied,positive,0.825,2025-12
975,Divya,Average experience,2025-10-23,Internet Service,average experience,negative,-0.15,2025-10
976,Pooja,Worst product ever,2025-06-16,Smart Watch,worst product ever,negative,-1.0,2025-06
977,Priya,"Amazing experience, highly recommend",2025-04-15,Laptop,amazing experience highly recommend,positive,0.38,2025-04
978,Pooja,Delivery was too late,2025-07-01,Smart Watch,delivery too late,negative,-0.3,2025-07
979,Suresh,Delivery was too late,2025-08-27,Smart Watch,delivery too late,negative,-0.3,2025-08
980,Rahul,Average experience,2025-10-16,Internet Service,average experience,negative,-0.15,2025-10
981,Manoj,Very bad experience and disappointed,2025-08-01,Laptop,very bad experience disappointed,negative,-0.8299999999999998,2025-08
982,Arun,Very happy with the product,2025-02-20,Smart Watch,very happy product,positive,1.0,2025-02
983,Manoj,Great service and fast delivery,2025-03-23,Headphones,great service fast delivery,positive,0.5,2025-03
984,Sneha,Great service and fast delivery,2025-04-19,Smart Watch,great service fast delivery,positive,0.5,2025-04
985,Sneha,Worst product ever,2025-04-11,Mobile App,worst product ever,negative,-1.0,2025-04
986,Priya,Acceptable performance,2025-06-12,Smart Watch,acceptable performance,neutral,0.0,2025-06
987,Suresh,Great service and fast delivery,2025-10-16,Headphones,great service fast delivery,positive,0.5,2025-10
988,Suresh,Acceptable performance,2025-04-19,Headphones,acceptable performance,neutral,0.0,2025-04
989,Rahul,Delivery was too late,2025-12-13,Mobile App,delivery too late,negative,-0.3,2025-12
990,Anitha,Okay for the price,2025-08-10,Mobile App,okay price,positive,0.5,2025-08
991,Karthik,Decent product,2025-02-16,Internet Service,decent product,positive,0.1666666666666666,2025-02
992,Sneha,Poor quality and waste of money,2025-01-04,Internet Service,poor quality waste money,negative,-0.3,2025-01
993,Divya,Poor quality and waste of money,2025-05-08,Headphones,poor quality waste money,negative,-0.3,2025-05
